-2.897705e+00, 1.858508e+00
-1.570772e+00, 1.570717e+00
-2.557211e+00, 2.234500e+00
3.328000e+01, 7.680000e+01
8.102734e+01, 2.698310e+02
-3.203436e+01, 8.238688e-01
2.730886e-04, 4.797850e-04
-5335867, 2.154266e+06
-1.507135e+06, 1.278747e+06
-1405334, 1807090
-9.727744e+05, 1.140671e+06
-6.925758e+05, 9.662982e+05
-1.030915e+06, 6.813026e+05
-5.205779e+05, 6.095747e+05
-8.842284e+05, 4.747476e+05
-8.085382e+05, 3.768486e+05
-5.356164e+05, 5.171544e+05
-6.883016e+05, 3.869468e+05
-4.636409e+05, 3.876818e+05
-3.622792e+05, 4.341617e+05
-2.726037e+05, 3.776898e+05
-4.101603e+05, 2.995515e+05
-2.433922e+05, 2.470938e+05
-3.471455e+05, 2.769323e+05
-2.946429e+05, 2.089407e+05
-2.636503e+05, 1.988346e+05
-2.651269e+05, 2.756850e+05
-3.145442e+05, 2.022567e+05
-2.887146e+05, 1.356819e+05
-1.728439e+05, 1.970998e+05
-2.517536e+05, 1.515686e+05
-1.728879e+05, 1.628597e+05
-1.700907e+05, 1.716869e+05
-1.447446e+05, 2.205874e+05
-2.012261e+05, 1.485616e+05
-1.666635e+05, 1.783017e+05
-1.215161e+05, 2.467455e+05
-1.154949e+05, 1.058216e+05
-1.122437e+05, 1.247283e+05
-9.723613e+04, 1.140841e+05
-1.414457e+05, 1.424310e+05
-1.021447e+05, 9.498806e+04
-1.200866e+05, 6.909671e+04
-6.866603e+04, 1.264948e+05
-9.879470e+04, 1.096951e+05
-7.269733e+04, 7.056346e+04
-7.329914e+04, 7.576296e+04
-9.341045e+04, 9.205959e+04
-7.167241e+04, 8.668808e+04
-9.615547e+04, 7.835046e+04
-5.636789e+04, 1.074935e+05
-7.306489e+04, 6.442668e+04
-6.495106e+04, 6.790546e+04
-7.549230e+04, 8.874605e+04
-6.082646e+04, 7.443492e+04
-4.438946e+04, 6.071572e+04
-7.248490e+04, 5.643217e+04
-5.174740e+04, 5.199347e+04
-5.658817e+04, 4.841050e+04
